search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
data analyst,Automation Engineer,Softhealer Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"....) to gather requirements and deliver automation solutions. 
# Troubleshoot integration issues, debug automation flows, and ensure  data  accuracy. 
# Document automation processes, workflows, and implementation steps. 
# Implement  conditional logic, error handling,...",2025-10-30T13:04:37.6070000,https://jooble.org/jdp/2826950163231848785,data,False
data analyst,Senior Manufacturing Test Engineer,jobgether,India,N/A,Not disclosed,Not mentioned,"...implement robust, efficient, and scalable test processes. You will leverage your expertise in electronics, testing methodologies, and  data  analysis to improve product performance and reliability. This role is ideal for engineers who enjoy solving complex technical...",2025-12-23T09:12:19.0670000,https://jooble.org/jdp/5671785330837484811,"ability, bi, data, reliability",False
data analyst,Engineering/Maintenance Tech III,Teva Pharmaceutical Industries Ltd.,India,N/A,Not disclosed,Not mentioned,"...cGMP records in engineering store and to ensure compliance. 
•    Prepare / review of Engineering store SOP’s in Glorya Electronic  Data  Management System. 
•    To ensure readiness of the department for regulatory inspections and ensure their compliance. 
•    Up keeping...",2025-12-30T07:47:17.2230000,https://jooble.org/jdp/8773691425116428654,data,False
data analyst,Quality Control Engineer,Imperial Corporation,India,N/A,$180k - $240k,Not mentioned,"# Inspect raw materials to ensure consistency and integrity 
# Maintain, test and troubleshoot all instrumentation devices 
# Attempt repairs on broken or damaged products to determine the best way to scale those repairs 
# Test a certain percentage of all products based...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2371006449128391243,"ai, maintain",False
data analyst,Quality Control Engineer,Hydrobenz Industries Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Develop, implement, and maintain quality control processes and procedures for machine shop operations. 
# Conduct inspections of raw materials, work-in-progress, and finished products to ensure they meet established quality standards. 
# Identify areas for quality improvement...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-9038602015387033309,"ai, maintain, maintain quality",False
data analyst,Engineer / Sr. Engineer - Business Development & Sales,Omnitech Engineering Limited,India,N/A,Not disclosed,Not mentioned,"# Identify new business opportunities and generate qualified leads in the target market. 
# Develop and execute  sales strategies  to achieve growth and profitability targets. 
# Understand  technical specifications  and provide suitable product or solution recommendations...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-3825798101628572702,"ability, bi",False
data analyst,BI QA Engineer,SourceMash Technologies,India,N/A,Not disclosed,Not mentioned,"# Perform  QA testing of BI systems  ,  data  pipelines, dashboards, and ETL processes. 
# Verify  data accuracy, completeness, and consistency...  .... 
# Collaborate with  data engineers, BI developers, and  analysts   to understand data flows and requirements. 
# Detect and...",2025-11-04T19:49:38.0170000,https://jooble.org/jdp/8211697889640680857,"bi, data, data accuracy, data engineer, data flow, etl, etl processes, pipeline, pipelines",True
data analyst,Marketing Automation / Growth Automation Specialist,WebGuruz Technologies Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Implement and manage  marketing automation workflows  across multiple platforms. 
# Design and execute  email marketing campaigns, lead nurturing programs, and drip campaigns  . 
# Manage  CRM systems  (HubSpot, Salesforce, Marketo, Pardot) and integrate with other ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-3608696368478292478,"ai, campaigns, email",False
data analyst,Materials Development Engineer,BorgWarner Inc.,India,N/A,Not disclosed,Not mentioned,"...assessment simulations of products for different parameters of exploitation conditions. Target is to provide multiple kinds of material  data  to achieve best results in terms of predicted lifetime of components. You have profound knowledge in materials science, mechanical,...",2025-12-20T05:08:31.5130000,https://jooble.org/jdp/-3638079424607769495,data,False
data analyst,UI/UX Designer (Figma Specialist),WebGuruz Technologies Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Design  wireframes, prototypes, and high-fidelity UI designs  using  Figma  . 
# Conduct  user research, usability testing, and user journey mapping  to understand user needs. 
# Collaborate with developers, product managers, and other stakeholders to ensure designs...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/1144240860543542568,"ability, bi, usability",False
data analyst,Senior Engineer - Application Engineering,BorgWarner Inc.,India,N/A,Not disclosed,Not mentioned,"The Product Engineer - VCT is responsible to lead engineering projects in support of Variable Cam timing systems product development. 
 Knowledge and understanding of Gasoline Ignition & Diesel Combustion systems and performance. 
 Work with customers to understand their...",2025-12-22T10:36:05.2800000,https://jooble.org/jdp/5954621705952878975,Not mentioned,False
data analyst,Oracle Fusion QA Test Engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"We are looking for an experienced  Oracle Fusion QA Test Engineer  with strong hands-on experience in  Finance (AP, AR, GL, FA, CM) and  Procurement (PO, PR, Supplier, Sourcing) modules. The candidate should be skilled in  functional, integration, regression, and UAT testing...",2025-12-09T21:30:59.4370000,https://jooble.org/jdp/288219813498320222,Not mentioned,False
data analyst,Embedded Hardware Engineer,Excellent Webworld,India,N/A,Not disclosed,Not mentioned,"# Design and develop  embedded hardware circuits  based on system and firmware requirements. 
# Create  schematic diagrams  and  PCB layouts  using tools like  Altium, KiCad, or OrCAD  . 
# Select and validate  electronic components  based on cost, performance, and availability...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/8979279094863084811,"ability, ai, bi",False
data analyst,Senior Engineer - NOC Services Automation (React),ChargePoint,India,N/A,Not disclosed,Not mentioned,"...frameworks, such as, ReactJS, Material UI 
~ Experience with popular React.js workflows (such as Flux or Redux)
~ Experience with  data  structure libraries (e.g., Immutable.js)
~ Experience with common front-end development tools such as Babel, Webpack, NPM, etc. 
~...",2025-12-16T00:00:00.0000000,https://jooble.org/jdp/244437629125363854,data,False
data scientist,Sr. Data Engineer,Krish TechnoLabs Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design, build, and optimize   data  pipelines, ETL processes, and data workflows  for large-scale structured and unstructured datasets...  ...real-time streaming solutions  . 
# Collaborate with  data  scientists,  analysts, and business stakeholders  to provide reliable and accessible...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2276390522749014481,"data, datasets, etl, etl processes, pipeline, pipelines",True
data scientist,Senior Data Engineer,Dish,India,N/A,Not disclosed,Not mentioned,"...roles in connecting consumers with the products and platforms of tomorrow. 
 Job Duties and Responsibilities 
 Create and optimize  data  engineering pipelines for analytics projects 
 Evangelist for data engineering function leveraging Big data processing framework...",2025-12-05T00:00:00.0000000,https://jooble.org/jdp/-6294649303982398514,"bi, data, data engineer, data engineering, data processing, pipeline, pipelines, responsibilities",True
data scientist,Senior Engineer - Data Warehouse Operations,Dish,India,N/A,Not disclosed,Not mentioned,"...connecting consumers with the products and platforms of tomorrow. 
 Job Duties and Responsibilities 
~24/7 production support. 
~ Monitor  Data  Warehousing jobs in production. 
~ Ensure job failues are addressed within defined SLAs. 
~ Coordinate with various teams to...",2025-11-25T18:42:36.3230000,https://jooble.org/jdp/66179586254577004,"ai, bi, data, responsibilities",True
data scientist,Senior Data Scientist,Dish,India,N/A,Not disclosed,Not mentioned,"...platforms of tomorrow. 
 Job Duties and Responsibilities 
 The  Data  Product & Monetization team 
 This team focuses on delivering...  ...patterns and guide solution development. 
 Mentor junior data  scientists  and lead technical workstreams. 
 Collaborate with cross-...",2025-12-19T07:16:14.8070000,https://jooble.org/jdp/-4838790723139958341,"bi, data, mentor junior, responsibilities",True
data scientist,AI/ML Engineer,Visko Group,India,N/A,Not disclosed,Not mentioned,"# Design and implement  machine learning models  and  AI algorithms  to meet business objectives. 
# Work with   data scientists  and engineers  to prepare, clean, and analyze data. 
# Build, train, test, and deploy  ML/DL models  using frameworks like TensorFlow, PyTorch...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/5440704140172621981,"ai, ai algorithms, analyze data, data, data scientists, ml, train",True
data scientist,AI/ML Engineer,Sarvadhi Solutions Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"...# Collect, clean, and preprocess structured and unstructured  data  for analysis. 
# Perform exploratory data analysis to identify...  ...vision applications. 
# Collaborate with software engineers, data  scientists,  and product teams. 
# Document workflows, experiments, and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/1817900096718588021,"data, data analysis",True
data scientist,AI/ML Engineer,Ecosmob Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and deploy machine learning models and AI algorithms. 
# Analyze and preprocess large datasets to prepare them for model training. 
# Implement, test, and validate predictive and analytical models. 
# Optimize model accuracy, efficiency, and scalability...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/910038070443932270,"ability, ai, ai algorithms, bi, data, datasets, large datasets, scalability, train, training",True
data scientist,AI/ML Engineer,Artisans Commerce Cloud,India,N/A,Not disclosed,Not mentioned,"# Collaborate with  data scientists  and software engineers to define ML problem statements and success metrics. 
# Pre-process, clean and analyze data sets to identify features, patterns and insights. 
# Develop and train machine learning models (supervised/unsupervised...",2025-11-01T16:50:25.0370000,https://jooble.org/jdp/1464857739683877861,"ai, analyze data, data, data scientists, ml, train",True
data scientist,AI / ML Engineer,NowOnline Tech India Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and implement  machine learning and deep learning models  . 
# Work on   data  preprocessing, feature engineering, and data cleaning  for ML projects. 
# Conduct  model evaluation, testing, and optimization  for performance improvement. 
# Deploy AI...",2025-10-30T00:00:00.0000000,https://jooble.org/jdp/-7646610761461470459,"ai, data, ml",True
data scientist,AI/ML Developer,Variance InfoTech Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop, train, and optimize machine learning and deep learning models. 
# Work with large datasets for preprocessing, cleaning, and feature engineering. 
# Design and implement AI algorithms for classification, regression, and clustering tasks. 
# Collaborate with...",2025-10-31T14:57:28.1470000,https://jooble.org/jdp/3345572003063047868,"ai, ai algorithms, data, datasets, large datasets, train",True
data scientist,AI / ML Engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...Sustainability Solutions: Design and implement AI systems that analyze ESG  data,  climate disclosures, and sustainability risks to provide...  ...Across Domains: Work closely with product engineers, climate  scientists,  and ESG experts to translate sustainability requirements into...",2025-12-30T18:27:35.1600000,https://jooble.org/jdp/-2367330071208805385,"ability, ai, bi, data, domains",True
data scientist,Business Analyst (Pre Sales),Octal IT Solution LLP,India,N/A,Not disclosed,Not mentioned,"# Collaborate with the sales and technical teams to understand client requirements and propose suitable solutions. 
# Analyze client needs, prepare requirement documents, and translate business requirements into functional specifications. 
# Participate in RFP/RFI processes...",2025-11-04T19:49:39.8370000,https://jooble.org/jdp/-7626404795832057582,Not mentioned,True
data scientist,Senior Business Analyst,N/A,India,N/A,Not disclosed,Not mentioned,"...global Customer Insights & Analytics team. This role is ideal for an experienced analytics professional who enjoys translating complex  data  into actionable customer insights and collaborating with team members to influence decision-making. 
 You will play a key role in...",2025-12-18T08:00:07.5400000,https://jooble.org/jdp/-1561886495561995522,data,True
data scientist,Power BI Developer,NowOnline Tech India Private Limited,India,N/A,Not disclosed,Not mentioned,"# Develop  Power BI dashboards and reports  for various business functions. 
# Connect, clean, and transform  data  from multiple sources using  Power Query, DAX, and SQL  . 
# Design and implement  data models  to support efficient reporting and analysis. 
# Collaborate...",2025-10-30T00:00:00.0000000,https://jooble.org/jdp/-1977548417136162972,"bi, data, data models, power, power bi, sql",True
data scientist,Sr. Business Analyst,Excellent Webworld,India,N/A,Not disclosed,Not mentioned,"Work closely with stakeholders to gather, analyze, and document business requirements. 
 Translate business needs into functional specifications, user stories, and workflows. 
 Collaborate with UX/UI teams to build user-friendly interfaces. 
 Work with development teams...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-8715462255786098442,Not mentioned,True
data scientist,Azure Developer,TheRapidHire Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and implement  cloud-native applications  using  Microsoft Azure  . 
# Create and manage  Azure services  like App Services, Functions, Logic Apps, Blob Storage, and Azure SQL. 
# Develop and deploy  APIs, web services, and microservices  in Azure. ...",2025-10-29T13:08:35.7770000,https://jooble.org/jdp/-7331916027207312292,"api, apis, azure, cloud, sql",False
data scientist,Oracle APEX Developer,BeyonData Solutions Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  Oracle APEX applications  for enterprise use. 
# Translate business requirements into  technical designs and scalable solutions  . 
# Develop  custom PL/SQL packages, procedures, functions, and triggers  . 
# Work on  APEX page design...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-3390332585899483551,"ai, maintain, pl sql, sql",False
data scientist,Cloud Architect (Azure) - NodeJs/React - REMOTE,jobgether,India,N/A,Not disclosed,Not mentioned,"...and next steps (interviews, assessments) are managed by their internal team. 
We appreciate your interest and wish you the best!
  Data  Privacy Notice: By submitting your application, you acknowledge that Jobgether will process your personal data to evaluate your candidacy...",2025-12-26T03:57:19.1570000,https://jooble.org/jdp/7211142413653178378,data,False
data scientist,Python Developer,Logix Built Solutions Limited,India,N/A,Not disclosed,Not mentioned,"...practices. 
# Collaborate with front-end developers and other stakeholders to define project requirements. 
# Implement security and  data  protection solutions. 
# Perform code reviews, debugging, and performance tuning. 
# Work with cloud platforms ( AWS, Azure, GCP )...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/1905597911881553308,"aws, azure, cloud, cloud platforms, data, gcp",False
data scientist,Python Developer,Alphawizz Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...# Integrate databases such as  MySQL, PostgreSQL, or MongoDB  . 
# Write reusable, maintainable, and efficient code. 
# Implement  data  processing, automation scripts, or ETL pipelines. 
# Collaborate with frontend developers to integrate user-facing elements with server...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2738181993449577680,"ai, data, database, databases, etl, integrate databases, maintain, maintainable, mongodb, mysql, pipeline, pipelines, postgresql, server, sql",False
data scientist,Python Developer,Keylogic Infotech Private Limited,India,N/A,Not disclosed,Not mentioned,"...MongoDB). 
# Collaborate with front-end developers to integrate user-facing elements with server-side logic. 
# Implement  security and  data  protection  measures. 
# Troubleshoot, debug, and upgrade existing applications. 
# Participate in  code reviews, sprint planning,...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-34294466396344994,"data, mongodb, server",False
data scientist,Junior Python Developer,WebPlanex InfoTech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Write clean, efficient, and maintainable Python code for web and software applications. 
# Assist in the development of backend services and APIs. 
# Collaborate with senior developers and cross-functional teams to design and implement new features. 
# Debug and troubleshoot...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7144109982787068882,"ai, api, apis, maintain, maintainable, python, senior developers",False
data scientist,Integration Engineer (Java & PHP),jobgether,India,N/A,Not disclosed,Not mentioned,"...to understand technical needs and solve complex integration challenges. Your work will have a direct impact on system reliability,  data  flow, and customer experience. You will contribute across the full integration lifecycle, from design and development to testing, deployment...",2025-12-23T04:29:21.3030000,https://jooble.org/jdp/4495694963749208577,"ability, bi, data, reliability",False
data scientist,Machine Learning Engineer,Krish TechnoLabs Private Limited,India,N/A,Not disclosed,Not mentioned,"...learning models  for predictive analytics, recommendation systems, NLP, or computer vision. 
# Analyze large datasets and perform   data  preprocessing, cleaning, and feature engineering  . 
# Build, train, and optimize models using frameworks such as  TensorFlow, PyTorch...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8565258332641742243,"ai, data, datasets, large datasets, train",True
data scientist,MLOps Engineer,Krish TechnoLabs Private Limited,India,N/A,Not disclosed,Not mentioned,"...Design, build, and maintain  end-to-end machine learning pipelines  for training, deployment, and monitoring. 
# Collaborate with   data scientists   to transform prototypes into  production-grade ML solutions  . 
# Implement and manage  CI/CD workflows  for ML models and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4717393073127687611,"ai, data, data scientists, maintain, ml, pipeline, pipelines, train, training",True
data scientist,HR Executive,iQud Tek LLP,India,N/A,Not disclosed,Not mentioned,"# Assist in  recruitment and onboarding  of new employees. 
# Prepare and post  job advertisements  and screen resumes. 
# Coordinate  interviews, assessments, and selection processes  . 
# Maintain  employee records, HR databases, and HR documentation  . 
# Handle ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-511489297452915345,"ai, data, database, databases, hr databases, maintain",False
data scientist,HR Executive,The Sky Imperial Hotel,India,N/A,Not disclosed,Not mentioned,"# Manage the end-to-end recruitment process — sourcing, screening, interviewing, and onboarding. 
# Maintain employee records and HR databases. 
# Handle attendance, leave management, and payroll coordination. 
# Assist in drafting HR policies, offer letters, and employee...",2025-10-29T13:08:36.9500000,https://jooble.org/jdp/5117273627867168226,"ai, data, database, databases, hr databases, hr policies, maintain, maintain employee, offer letters",False
data scientist,Hr Manager,Safalniti Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...benefits  administration. 
# Identify training needs and coordinate  learning & development  initiatives. 
# Maintain HR records, reports, and HRIS  data  accurately. 
# Collaborate with management to support  organizational development and succession planning  ....",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3545355800138358881,"ai, data, hr records, maintain, train, training",False
data scientist,HR Executive,Macpower CNC Machines Limited,India,N/A,Not disclosed,Not mentioned,"# Manage  end-to-end recruitment  : job postings, shortlisting, interviewing, and onboarding. 
# Maintain and update  employee records  , databases, and HRMS systems. 
# Assist in  payroll processing, attendance tracking, and leave management  . 
# Ensure compliance ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3486035624431679499,"ai, data, database, databases, maintain",False
data scientist,HR Executive,Keylogic Infotech Private Limited,India,N/A,Not disclosed,Not mentioned,"# Manage the  end-to-end recruitment process  (sourcing, screening, interviewing, selection, and onboarding). 
# Maintain and update employee records in HR systems and databases. 
# Handle  employee engagement activities  , grievance management, and maintain healthy workplace...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4500888079402367046,"ai, data, database, databases, maintain",False
data scientist,HR Executive,Safalniti Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Assist in end-to-end recruitment and selection processes. 
# Maintain employee  data  and update HR records regularly. 
# Support onboarding, induction, and exit formalities. 
# Handle attendance, leave management, and payroll coordination. 
# Assist in drafting and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-6234205197964366159,"ai, data, hr records, maintain, maintain employee",False
data scientist,HR Executive,Imperial Corporation,India,N/A,$96k - $144k,Not mentioned,"...administrative work, including scheduling, maintaining files and sorting mail for the Human Resources department 
# Enter employment  data  into computer database 
# Track and update hourly employee leaves of absence 
# Assist HR supervisors with the hiring process,...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/5205245908668689795,"ai, data, database, maintain, maintaining",False
data scientist,HR Executive,Mehta Websolution,India,N/A,Not disclosed,Not mentioned,"Handle end-to-end recruitment processes (job postings, screening, interviews)
 Maintain employee records and documentation 
 Assist in payroll processing and attendance tracking 
 Coordinate onboarding and exit formalities 
 Manage employee engagement activities 
...",2025-11-04T00:00:00.0000000,https://jooble.org/jdp/8977088522722424693,"ai, maintain, maintain employee",False
data scientist,Jr. HR Executive,Digisoft Solution,India,N/A,Not disclosed,Not mentioned,"...orientation. 
# Maintain and update employee records in HRMS and Excel. 
# Handle attendance, leave management, and payroll-related  data.  
# Assist in preparing offer letters, appointment letters, and exit formalities. 
# Support employee engagement and welfare...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/5783279898795826046,"ai, data, maintain, offer letters",False
data scientist,HR executive,Tagline Infotech LLP,India,N/A,Not disclosed,Not mentioned,"# Handle end-to-end recruitment including job posting, sourcing, screening, and interviews. 
# Maintain employee records and HR databases. 
# Assist in onboarding, training, and orientation of new employees. 
# Manage attendance, leaves, and payroll coordination. 
#...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3259853089013412317,"ai, data, database, databases, hr databases, maintain, maintain employee, train, training",False
data scientist,Hr Executive,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...•	Maintain and update employee databases, attendance, and HR records. 
•	Support payroll inputs by collecting attendance and leave  data.  
•	Help in preparing HR reports, letters (offer, appointment, relieving), and MIS. 
•	Coordinate with internal teams for HR-related...",2025-12-10T18:48:30.5400000,https://jooble.org/jdp/-5110043485485666198,"ai, data, database, databases, hr records, hr reports, maintain",False
data scientist,HR Manager,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...coordination 
# Maintain HR records, employee files, and HRMIS / internal trackers 
# Coordinate payroll inputs such as attendance, leave  data,  and monthly validations with finance or payroll vendors 
# Ensure adherence to company policies and support basic statutory...",2025-12-19T18:36:52.5930000,https://jooble.org/jdp/7088179428274264505,"ai, data, hr records, maintain",False
data scientist,HR Manager,Bitrix Infotech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop and implement HR strategies and initiatives aligned with the overall business strategy 
# Bridge management and employee relations by addressing demands, grievances, or other issues 
# Manage the recruitment and selection process 
# Support current and future...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-458026091260454005,Not mentioned,False
data scientist,HR Executive,Bhanguz,India,N/A,Not disclosed,Not mentioned,"# Manage end-to-end recruitment and selection processes. 
# Conduct employee onboarding and orientation programs. 
# Maintain employee records and HR documentation. 
# Support payroll processing and attendance tracking. 
# Implement and monitor HR policies and procedures...",2025-11-01T16:50:21.7730000,https://jooble.org/jdp/-7129849761042702978,"ai, hr policies, maintain, maintain employee",False
data scientist,HR Executive,White Force Outsourcing Pvt Ltd,India,N/A,$300k - $400k,4 years,"hr 
   Job requirements 
 Experience:  2 to
                        4
                        Year.
                    
 Education :  Any Graduate
                    
 Specilization :  HR...
                    
 Skills : 
 Industry Type :  IT-Software / Software...",2025-12-17T18:51:45.1130000,https://jooble.org/jdp/-7284216041713282774,Not mentioned,False
data scientist,HR Executive,Ficode Software Solutions Private Limited,India,N/A,Not disclosed,Not mentioned,"# Assist in  recruitment activities  , including job postings, screening resumes, and scheduling interviews. 
# Support  employee onboarding and offboarding  processes. 
# Maintain  employee records, HR databases, and documentation  . 
# Handle  attendance, leave management...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/-7243824722822907804,"ai, data, database, databases, hr databases, maintain",False
data scientist,HR Manager,Rajan Techno Cast Private Limited,India,N/A,Not disclosed,Not mentioned,"Talent Acquisition & Recruitment 
# Develop and execute recruitment strategies for different roles 
# Manage end-to-end hiring process (job posting, screening, interviewing, onboarding)
# Build a talent pipeline for future requirements 

 Performance Management 
...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-959087990524541600,pipeline,False
data scientist,HR Executive,BeyonData Solutions Private Limited,India,N/A,Not disclosed,Not mentioned,"...Ensure compliance with labor laws and company policies. 
# Address employee grievances and maintain a positive work environment. 
# Coordinate with management for workforce planning and HR strategies. 
# Prepare HR reports and maintain confidential employee  data. ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5639459156403683590,"ai, aws, data, hr reports, maintain",False
data scientist,HR Executive,GeekyBones Lab Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Assist in  recruitment and selection processes  , including job postings, shortlisting, and interview coordination. 
# Conduct  employee onboarding  and orientation programs. 
# Maintain  employee records  and update HR databases. 
# Support  payroll processing  and...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-1624883995613705037,"ai, data, database, databases, hr databases, maintain",False
data scientist,HR Executive,CMK Electro Power Private Limited,India,N/A,Not disclosed,Not mentioned,"# Manage the  end-to-end recruitment process  — sourcing, screening, interviewing, and onboarding candidates. 
# Maintain employee records and update the  HRMS database  . 
# Handle  attendance, leave, and payroll processing  . 
# Prepare and issue  offer letters, appointment...",2025-10-29T13:08:37.6000000,https://jooble.org/jdp/-1203377543672744393,"ai, data, database, maintain, maintain employee, offer letters",False
data scientist,HR Executive,Cypherox Technologies Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Manage the  end-to-end recruitment process  , including job postings, screening, scheduling interviews, and onboarding new employees. 
# Maintain and update  employee records  , attendance, and leave management systems. 
# Handle  payroll processing  and ensure compliance...",2025-11-04T19:49:39.4930000,https://jooble.org/jdp/-4665239565023976382,"ai, maintain",False
data scientist,HR Executive,Variance InfoTech Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Handle end-to-end recruitment: sourcing, screening, scheduling interviews, and onboarding. 
# Maintain employee records, HR database, and HRMS systems. 
# Manage attendance, leave records, and payroll coordination. 
# Support performance appraisal and employee evaluation...",2025-10-31T14:57:27.4700000,https://jooble.org/jdp/-3459688002260890136,"ai, data, database, maintain, maintain employee",False
data scientist,Sr. HR Executive,Falcon Pumps Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...employees. 
# Drive employee engagement initiatives to improve morale and retention. 
# Prepare HR reports and maintain HRMS/HRIS  data  accurately. 
# Support performance management cycle (goal setting, mid-year and annual reviews). 
# Collaborate with management to...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6188053090460712285,"ai, data, hr reports, maintain",False
data scientist,Cloud Engineer,jobgether,India,N/A,Not disclosed,Not mentioned,"...and next steps (interviews, assessments) are managed by their internal team. 
 We appreciate your interest and wish you the best!
  Data  Privacy Notice:  By submitting your application, you acknowledge that Jobgether will process your personal data to evaluate your...",2026-01-02T06:12:29.4230000,https://jooble.org/jdp/-7229511079705429375,data,False
data scientist,Oracle Cloud Architect,BeyonData Solutions Private Limited,India,N/A,Not disclosed,Not mentioned,"# Define, design, and implement  end-to-end Oracle Cloud solutions  (OCI, SaaS, PaaS, IaaS). 
# Lead  cloud migration strategies  from on-premises Oracle systems (EBS, DB, Apps) to Oracle Cloud. 
# Design and implement  high-availability, secure, and scalable cloud architectures...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-9168181930121469802,"ability, ai, bi, cloud",False
data scientist,AWS / GCP hands-on Engineer,Wits Innovation Lab,India,N/A,Not disclosed,Not mentioned,"# Design, deploy, and manage cloud infrastructure using  AWS  and  GCP  services. 
# Implement and maintain  compute, storage, networking, and database services  in the cloud. 
# Configure and manage  serverless architectures  (AWS Lambda, GCP Cloud Functions) and containerized...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7697038360331528763,"ai, aws, cloud, cloud infrastructure, data, database, gcp, maintain, server",False
data scientist,Staff Netsuite Program Manager,ChargePoint,India,N/A,Not disclosed,Not mentioned,"...a focus on quality and accuracy in documentation and testing. 
 Knowledge of integrations with other systems and familiarity with  data  migration and data management principles. 
 Ability to adapt to changing priorities, handle multiple projects simultaneously, and work...",2025-12-06T14:16:08.1270000,https://jooble.org/jdp/8105305591976251887,"ability, bi, data, data management",False
data scientist,California State Director,One Fair Wage,India,N/A,$90k - $110k,Not mentioned,"One Fair Wage 

 California State Director 
 Based in Los Angeles, San Francisco and Alameda County, CA 

 One Fair Wage is a national organization of service workers and restaurant owners seeking to raise the minimum wage closer to the cost of living and end to...",2025-12-17T12:50:38.9230000,https://jooble.org/jdp/345218846621691160,ai,False
data scientist,Assistant HR Manager,Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Assist in  recruitment and talent acquisition  processes, including job postings, shortlisting, interviewing, and onboarding. 
# Support the implementation of  HR policies, procedures, and best practices  . 
# Manage  employee relations  and address HR-related queries...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2154889097435655713,hr policies,False
data scientist,Sr. Developer,Stridely Solutions,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  ETL workflows  using  Matillion ETL  and  Python scripting  . 
# Implement   data  integration pipelines  across multiple sources (databases, APIs, flat files, cloud systems). 
# Optimize ETL processes for  scalability, performance, and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8661244096358163292,"ability, ai, api, apis, bi, cloud, data, database, databases, etl, etl processes, maintain, pipeline, pipelines, python, scalability",False
